NC_000940_NP_051035.1.noovlp 2253 0.222427226387452 3.41914414668176 14 2131 0.0650534802995407 0.00621393697292499 0.945849977807368
NC_001348_NP_040124.1.noovlp 109 1.89811476323685 3.3889898059959 2 6 0.560082759729358 0.018348623853211 0.055045871559633
NC_001348_NP_040125.2.noovlp 222 2.1831732043255 3.62075034782184 4 7 0.602961539626404 0.018018018018018 0.0315315315315315
NC_001348_NP_040126.1.noovlp 180 2.59472326933471 3.77956389281828 5 4 0.686513932008152 0.0277777777777778 0.0222222222222222
NC_001348_NP_040127.1.noovlp 453 1.52060555547975 3.21279254851505 2 16 0.473297149603567 0.00441501103752759 0.0353200883002208
NC_001348_NP_040128.1.noovlp 341 2.43090118612199 4.21107632136326 6 9 0.577263625878675 0.0175953079178886 0.0263929618768328
NC_001348_NP_040129.1.noovlp 1084 1.80819147836368 3.2909922729694 10 21 0.549436561494015 0.00922509225092251 0.0193726937269373
NC_001348_NP_040130.1.noovlp 260 2.56365645397335 3.9322699567766 4 6 0.651953320131371 0.0153846153846154 0.0230769230769231
NC_001348_NP_040131.1.noovlp 388 2.24715106269834 3.46379197293629 10 7 0.648754625062951 0.0257731958762887 0.0180412371134021
NC_001348_NP_040132.1.noovlp 303 1.71899142627328 3.71441065263392 2 9 0.462789817020992 0.0066006600660066 0.0297029702970297
NC_001348_NP_040133.1.noovlp 411 1.81564278523441 3.37278169243412 4 8 0.538322059001711 0.0097323600973236 0.0194647201946472
NC_001348_NP_040134.1.noovlp 820 1.44757247037918 1.75236522532153 24 16 0.826067790813174 0.0292682926829268 0.0195121951219512
NC_001348_NP_040135.1.noovlp 662 1.80280406177587 3.58821229096444 4 13 0.502424024998619 0.00604229607250755 0.0196374622356495
NC_001348_NP_040136.1.noovlp 302 2.13426750565231 4.4115317909133 3 9 0.483792842669385 0.00993377483443709 0.0298013245033113
NC_001348_NP_040137.1.noovlp 561 1.79386559670469 1.65623448466753 18 17 1.08309880835791 0.0320855614973262 0.0303030303030303
NC_001348_NP_040138.1.noovlp 407 1.97655272001922 4.12790968112783 4 10 0.478826542415818 0.00982800982800983 0.0245700245700246
NC_001348_NP_040139.1.noovlp 409 2.10490354619623 3.69880697317804 7 11 0.569076343118194 0.0171149144254279 0.0268948655256724
NC_001348_NP_040140.1.noovlp 456 2.32710003856574 3.46293291148979 10 8 0.672002634196165 0.0219298245614035 0.0175438596491228
NC_001348_NP_040141.1.noovlp 307 3.30586888158396 4.96498436842923 1 4 0.665836714936092 0.00325732899022801 0.0130293159609121
NC_001348_NP_040142.1.noovlp 776 1.68392129630254 3.55934622805259 2 18 0.473098481690514 0.00257731958762887 0.0231958762886598
NC_001348_NP_040143.1.noovlp 484 1.58688689824812 3.1893129987851 1 15 0.497563863707518 0.00206611570247934 0.0309917355371901
NC_001348_NP_040144.1.noovlp 1039 1.424822077904 3.21166812276841 1 25 0.443639262663238 0.000962463907603465 0.0240615976900866
NC_001348_NP_040145.1.noovlp 2764 0.751678899961628 1.67548099015344 8 78 0.448634693189083 0.00289435600578871 0.0282199710564399
NC_001348_NP_040146.1.noovlp 236 1.98662308471644 3.99724561405477 2 8 0.496998002257166 0.00847457627118644 0.0338983050847458
NC_001348_NP_040147.1.noovlp 270 2.32264134024644 4.15349783521423 2 8 0.559201288262293 0.00740740740740741 0.0296296296296296
NC_001348_NP_040148.1.noovlp 119 3.7493436362017 4.95416841775071 2 1 0.756805849144704 0.0168067226890756 0.00840336134453781
NC_001348_NP_040149.1.noovlp 523 2.43222379684258 3.99828915722507 8 11 0.608316132525698 0.0152963671128107 0.0210325047801147
NC_001348_NP_040150.2.noovlp 262 1.82956284843903 3.88568299843692 2 10 0.470847171314542 0.00763358778625954 0.0381679389312977
NC_001348_NP_040151.1.noovlp 1169 1.95959581922614 3.46427287540174 15 21 0.565658621507664 0.0128314798973482 0.0179640718562874
NC_001348_NP_040152.1.noovlp 1205 1.210940904126 2.66081121502021 3 33 0.455102149784349 0.0024896265560166 0.0273858921161826
NC_001348_NP_040153.1.noovlp 722 1.67838731100525 3.34424769073267 4 16 0.501872907218047 0.00554016620498615 0.0221606648199446
NC_001348_NP_040154.2.noovlp 883 2.04772419875503 3.64177014579581 12 19 0.56228815020602 0.0135900339750849 0.0215175537938845
NC_001348_NP_040155.1.noovlp 144 2.26167604266134 3.92459922835976 2 5 0.576282038257083 0.0138888888888889 0.0347222222222222
