NC_000940_NP_051035.1 2255 0.222926870048477 3.41737145525654 15 2132 0.0652334324691495 0.00665188470066519 0.945454545454545
NC_001348_NP_040124.1 109 1.89811476323685 3.3889898059959 2 6 0.560082759729358 0.018348623853211 0.055045871559633
NC_001348_NP_040125.2 222 2.1831732043255 3.62075034782184 4 7 0.602961539626404 0.018018018018018 0.0315315315315315
NC_001348_NP_040126.1 180 2.59472326933471 3.77956389281828 5 4 0.686513932008152 0.0277777777777778 0.0222222222222222
NC_001348_NP_040127.1 453 1.52060555547975 3.21279254851505 2 16 0.473297149603567 0.00441501103752759 0.0353200883002208
NC_001348_NP_040128.1 341 2.43090118612199 4.21107632136326 6 9 0.577263625878675 0.0175953079178886 0.0263929618768328
NC_001348_NP_040129.1 1084 1.80819147836368 3.2909922729694 10 21 0.549436561494015 0.00922509225092251 0.0193726937269373
NC_001348_NP_040130.1 260 2.56365645397335 3.9322699567766 4 6 0.651953320131371 0.0153846153846154 0.0230769230769231
NC_001348_NP_040131.1 397 2.19435832133104 3.43656040707268 10 8 0.638533318609764 0.0251889168765743 0.0201511335012594
NC_001348_NP_040132.1 303 1.71899142627328 3.71441065263392 2 9 0.462789817020992 0.0066006600660066 0.0297029702970297
NC_001348_NP_040133.1 411 1.81564278523441 3.37278169243412 4 8 0.538322059001711 0.0097323600973236 0.0194647201946472
NC_001348_NP_040134.1 820 1.44757247037918 1.75236522532153 24 16 0.826067790813174 0.0292682926829268 0.0195121951219512
NC_001348_NP_040135.1 662 1.80280406177587 3.58821229096444 4 13 0.502424024998619 0.00604229607250755 0.0196374622356495
NC_001348_NP_040136.1 302 2.13426750565231 4.4115317909133 3 9 0.483792842669385 0.00993377483443709 0.0298013245033113
NC_001348_NP_040137.1 561 1.79386559670469 1.65623448466753 18 17 1.08309880835791 0.0320855614973262 0.0303030303030303
NC_001348_NP_040138.1 407 1.97655272001922 4.12790968112783 4 10 0.478826542415818 0.00982800982800983 0.0245700245700246
NC_001348_NP_040139.1 409 2.10490354619623 3.69880697317804 7 11 0.569076343118194 0.0171149144254279 0.0268948655256724
NC_001348_NP_040140.1 456 2.32710003856574 3.46293291148979 10 8 0.672002634196165 0.0219298245614035 0.0175438596491228
NC_001348_NP_040141.1 307 3.30586888158396 4.96498436842923 1 4 0.665836714936092 0.00325732899022801 0.0130293159609121
NC_001348_NP_040142.1 776 1.68392129630254 3.55934622805259 2 18 0.473098481690514 0.00257731958762887 0.0231958762886598
NC_001348_NP_040143.1 484 1.58688689824812 3.1893129987851 1 15 0.497563863707518 0.00206611570247934 0.0309917355371901
NC_001348_NP_040144.1 1039 1.424822077904 3.21166812276841 1 25 0.443639262663238 0.000962463907603465 0.0240615976900866
NC_001348_NP_040145.1 2764 0.751678899961628 1.67548099015344 8 78 0.448634693189083 0.00289435600578871 0.0282199710564399
NC_001348_NP_040146.1 236 1.98662308471644 3.99724561405477 2 8 0.496998002257166 0.00847457627118644 0.0338983050847458
NC_001348_NP_040147.1 270 2.32264134253561 4.15349783063922 2 8 0.559201289429386 0.00740740740740741 0.0296296296296296
NC_001348_NP_040148.1 157 2.5896738365997 4.20415815973812 2 2 0.615979165912496 0.0127388535031847 0.0127388535031847
NC_001348_NP_040149.1 586 2.40347132812811 3.98718696382968 8 12 0.602798752587107 0.0136518771331058 0.0204778156996587
NC_001348_NP_040150.2 313 1.83042977319204 4.09901680570546 2 12 0.446553371199711 0.00638977635782748 0.0383386581469649
NC_001348_NP_040151.1 1195 1.93705791920065 3.39349913069767 16 22 0.57081432603827 0.0133891213389121 0.0184100418410042
NC_001348_NP_040152.1 1205 1.210940904126 2.66081121502021 3 33 0.455102149784349 0.0024896265560166 0.0273858921161826
NC_001348_NP_040153.1 771 1.66074946323157 3.3496821393366 4 17 0.495793151155672 0.00518806744487678 0.0220492866407263
NC_001348_NP_040154.2 932 2.01218119784962 3.62851858526093 12 20 0.554546201312876 0.0128755364806867 0.0214592274678112
